job_title,company,job_profile,description,location,Level,Type,StandardJobTitle
Software Engineer (Elastic Search Developer),Paymob Solutions,https://wuzzuf.net/jobs/p/4daf31c3-9e5e-4d66-bb67-28eb312b0a7d-Software-Engineer-Elastic-Search-Developer-Paymob-Solutions-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=26,"Full Time · Entry Level · 1-2 Yrs of Exp · Elastic Search · Kibana · Information Technology (IT) · Computer Science · Software Development · Software Engineering · javaScript · AWS · Python - November 8, 2020","Maadi, Cairo",Entry Level,Full Time,Software Engneering 
Junior Software Developer,Yodawy,https://wuzzuf.net/jobs/p/7495c5c5-74ea-42f2-94cc-164cb484f27b-Junior-Software-Developer-Yodawy-Giza-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=22,Full Time · Entry Level · 0-1 Yrs of Exp · Computer Science · Information Technology (IT) · Software Development · Software Engineering · PHP · C# · React · React Native · Git · REST · Vue - New,"Mohandessin, Giza",Entry Level,Full Time,Software Engneering 
IT Technical Support And Help Desk -...,Hidden Name,https://wuzzuf.net/jobs/p/2b263b07-02a8-45b7-9c8d-73b8b8d53ff5-IT-Technical-Support-And-Help-Desk---Multinational-Organization-Giza-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=204,"Full Time · Entry Level · 1-3 Yrs of Exp · Technical Support · Computer Science · Engineering · Help Desk · English · Information Technology (IT) · Computer Engineering · Installation · Maintenance - November 19, 2020","6th Of October, Giza",Entry Level,Full Time,IT Category
IT Help Desk / Service Desk Specialist,Hidden Name,https://wuzzuf.net/jobs/p/bf07ab06-4c78-4848-ab6b-cf1a1af1bc79-IT-Help-Desk---Service-Desk-Specialist-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=207,"Full Time · Entry Level · 0-2 Yrs of Exp · Information Technology (IT) · Computer Science · Computer · CCNA · Help Desk · Installation · Engineering · MCSA · Service Desk · Customer Service - October 4, 2020","Cairo, Egypt",Entry Level,Full Time,IT Category
Software Engineer,Egypt Yellow Pages,https://wuzzuf.net/jobs/p/61a3db35-2f81-4e34-aed6-1e446ac8ce04-Software-Engineer-Egypt-Yellow-Pages-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=210,"Full Time · Entry Level · 1-5 Yrs of Exp · Software Engineering · Engineering · Software · Information Technology (IT) · Computer Science · PHP · MySQL · Zend · Symfony · Laravel · CodeIgnitor - October 21, 2020","Maadi, Cairo",Entry Level,Full Time,Software Engneering 
IT Help Desk Specialist - Qena,GLC,https://wuzzuf.net/jobs/p/e76ad371-7e5a-4f33-99c3-882ef9eb3c50-IT-Help-Desk-Specialist---Qena-GLC-Qena-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=212,"Full Time · Entry Level · 1-3 Yrs of Exp · Computer Science · Help Desk · Help Desk Support · Information Technology (IT) · Installation · Technical Support · Installation/Maintenance/Repair - October 6, 2020","Qift, Qena",Entry Level,Full Time,IT Category
IT Specialist,Argonaut for Mechanical and Electrical Works,https://wuzzuf.net/jobs/p/de07f23e-cdaf-4eb1-8286-5542c8a19647-IT-Specialist-Argonaut-for-Mechanical-and-Electrical-Works-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=219,"Full Time · Entry Level · 1-2 Yrs of Exp · Cisco · Microsoft Office · Microsoft Windows · Information Technology (IT) · Networks · Computer Hardware · Software · Hardware · Installation · Network - September 28, 2020","Sheraton, Cairo",Entry Level,Full Time,IT Category
IT Help Desk Specialist,Deutschland Technology Limited,https://wuzzuf.net/jobs/p/aa15b50a-0dce-43e6-b9db-16aab777941b-IT-Help-Desk-Specialist-Deutschland-Technology-Limited-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=214,"Full Time · Entry Level · 0-2 Yrs of Exp · IT · Information Technology (IT) · Help Desk · Installation · Computer Science · Communication Skills · Mobile Devices · Technical - October 6, 2020","Obour City, Cairo",Entry Level,Full Time,IT Category
Senior Quality Assurance Specialist,Fawry Banking & Payment Technology Services,https://wuzzuf.net/jobs/p/0ed612f4-9963-4e01-ba8d-fd103afdb488-Senior-Quality-Assurance-Specialist-Fawry-Banking-Payment-Technology-Services-Giza-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2018,"Full Time · Entry Level · 1-3 Yrs of Exp · Quality Assurance · Communication · QA · Quality · Quality Control · Communication Skills · Data · CRM · Business Administration · IT/Software Development - November 16, 2020","Smart Village, Giza",Entry Level,Full Time,Software Engneering 
Sales Engineer - Furniture,Archi Touch,https://wuzzuf.net/jobs/p/74abad61-aeb8-4109-9dbe-5ae00806c179-Sales-Engineer---Furniture-Archi-Touch-Giza-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2004,"Full Time · Entry Level · 0-5 Yrs of Exp · Sales · Sales Skills · Sales Target · Indoor Sales · Outdoor Sales · Furniture · Furniture Sales · Engineering · Civil Engineering · Architecture - November 11, 2020","6th Of October, Giza",Entry Level,Full Time,Software Engneering 
Sales Executive,HorizonTechs,https://wuzzuf.net/jobs/p/48632d78-276d-4676-a184-ce0ef11d2905-Sales-Executive-HorizonTechs-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2007,"Full Time · Entry Level · 1+ Yrs of Exp · Computer Science · IT Sales · Business Development · Sales · Indoor Sales · Outdoor Sales · Sales Skills · Sales Target · Business Development - October 6, 2020","Nasr City, Cairo",Entry Level,Full Time,Software Engneering 
Procurement Planner,LG Electronics,https://wuzzuf.net/jobs/p/418ae3b9-51e6-4d80-917a-c46035f6dc8e-Procurement-Planner-LG-Electronics-Sharqia-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2012,"Full Time · Entry Level · 1-3 Yrs of Exp · Procurement · SCM · Supply Chain · Engineering · CPIM · Planning · English · Computer Skills · Microsoft Office · Logistics/Supply Chain - October 14, 2020","10th Of Ramadan City, Sharqia",Entry Level,Full Time,Software Engneering 
Pre-Sales Executive - Alexandria,Server Store,https://wuzzuf.net/jobs/p/bc47ba7f-d9fd-4497-a9c3-52e08ecf55a0-Pre-Sales-Executive---Alexandria-Server-Store-Alexandria-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2014,"Full Time · Entry Level · 1-3 Yrs of Exp · Sales · Presales · Customer Service · Technical Support · Servers · Workstations · Routers · Switches · IT · Customer Service/Support · Sales/Retail - November 8, 2020","Alexandria, Egypt",Entry Level,Full Time,Software Engneering 
Pre-Sales Executive - Cairo,Server Store,https://wuzzuf.net/jobs/p/3ec67b81-aa2c-4c90-83a9-c527638fc32d-Pre-Sales-Executive---Cairo-Server-Store-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2015,"Full Time · Entry Level · 1-3 Yrs of Exp · Sales · Presales · Customer Service · Technical Support · Firewalls · Switches · Routers · Workstations · Servers · IT · Customer Service/Support - November 8, 2020","Helwan, Cairo",Entry Level,Full Time,Software Engneering 
HR ERP Implementation Consultant,Centione,https://wuzzuf.net/jobs/p/25de1433-cc90-4008-8d6d-38041adf8667-HR-ERP-Implementation-Consultant-Centione-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2023,Full Time · Entry Level · 1-3 Yrs of Exp · Implementation · ERP · Financial Management · Accounting · Odoo ERP · Computer Science · OpenERP · SCM · ERP Implementation · Finance · Testing · HRM - New,"Nasr City, Cairo",Entry Level,Full Time,Software Engneering 
Industrialization Engineer (Production) - Sheet...,Power Solutions,https://wuzzuf.net/jobs/p/078e872c-6af1-4372-bac8-37cfc9e2a735-Industrialization-Engineer-Production---Sheet-Metal-Power-Solutions-Giza-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2028,"Full Time · Entry Level · 1-2 Yrs of Exp · Industrial Engineering · Mechanical Engineering · SolidWorks · AutoCAD · Sheet Metal · Engineering · Production · Mechanical · Industrial · Drafting - November 6, 2020","6th Of October, Giza",Entry Level,Full Time,Software Engneering 
Junior Geomatics Engineer - Alexandria,Micro Engineering,https://wuzzuf.net/jobs/p/c7a8a7b2-cfd2-42c2-9cf8-65a8745e3df3-Junior-Geomatics-Engineer---Alexandria-Micro-Engineering-Alexandria-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2034,"Full Time · Entry Level · 0-1 Yrs of Exp · Civil Engineering · Engineering · Civil · CAD · 3D Modelling · BIM · Geomatics · Engineering - Construction/Civil/Architecture - October 1, 2020","Alexandria, Egypt",Entry Level,Full Time,Software Engneering 
Senior Medical Advisor,dynamics,https://wuzzuf.net/jobs/p/17f88ce5-c168-4423-b27e-f20f13a34217-Senior-Medical-Advisor-dynamics-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2040,"Full Time · Entry Level · 1-3 Yrs of Exp · Medical Research · Pharmacy · Medical Marketing · English · MS Office · Medical Literature · Advertising · Medical · Marketing · Pharmaceutical - November 1, 2020","New Cairo, Cairo",Entry Level,Full Time,Software Engneering 
Furniture Product Designer,DE.CI Cairo,https://wuzzuf.net/jobs/p/10109f73-31f4-4c3a-bdaf-a528021afb08-Furniture-Product-Designer-DE-CI-Cairo-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2049,Full Time · Entry Level · 1-3 Yrs of Exp · Product Design · Furniture · AutoCAD · 2D · 3D · Creative · Architecture · Applied Arts · Fine Arts · Furniture Design · 3D Max · Creative/Design/Art - New,"Maadi, Cairo",Entry Level,Full Time,Software Engneering 
Senior Medical Advisor,dynamics,https://wuzzuf.net/jobs/p/17f88ce5-c168-4423-b27e-f20f13a34217-Senior-Medical-Advisor-dynamics-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2044,"Full Time · Entry Level · 1-3 Yrs of Exp · Medical Research · Pharmacy · Medical Marketing · English · MS Office · Medical Literature · Advertising · Medical · Marketing · Pharmaceutical - November 1, 2020","New Cairo, Cairo",Entry Level,Full Time,Software Engneering 
UI/UX & Graphic Designer,Talents Arena,https://wuzzuf.net/jobs/p/1e050b47-1871-40d4-9e2a-26ab66b515ad-UI-UX---Graphic-Designer-Talents-Arena-Giza-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2072,"Full Time · Part Time · Work From Home · Entry Level · 1-3 Yrs of Exp · javaScript · CSS3 · Information Technology (IT) · UI · UX · HTML5 · Sketch · InVision · Design · UX Design · WordPress - October 7, 2020","Smart Village, Giza",Entry Level,Full Time,Software Engneering 
UI UX Designer,apps square,https://wuzzuf.net/jobs/p/5bb7e32c-9823-4bd5-bcb1-8ad39bcb8e56-UI-UX-Designer-apps-square-Gharbia-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2066,"Full Time · Entry Level · 1-2 Yrs of Exp · Information Technology (IT) · UI · UX · Computer Science · Design · Android · Adobe · iOS · Creative · Web · Communication Skills · Adobe Creative Suite - November 1, 2020","Tanta, Gharbia",Entry Level,Full Time,Software Engneering 
Graphic Design instructor (STEAM),iSchool,https://wuzzuf.net/jobs/p/a61cb5a3-3710-42e2-8efd-d39af3c82b77-Graphic-Design-instructor-STEAM-iSchool-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2067,"Full Time · Entry Level · 1-2 Yrs of Exp · Startup · Graphic Design · Adobe Photoshop · Adobe Illustrator · Instructor · Education · Illustrator · Teaching · Adobe Indesign · Design - November 22, 2020","New Cairo, Cairo",Entry Level,Full Time,Software Engneering 
Video Editor - Remotely - Unpaid Internship,Eagle Air,https://wuzzuf.net/internship/8927fc0d-67fa-4518-a2cf-758e63ab4fa0-Video-Editor---Remotely---Unpaid-Internship-Eagle-Air-Giza-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2078,"Internship · Entry Level · 0-1 Yrs of Exp · Graphic Design · Design · Adobe Creative Suite · Adobe Photoshop · Marketing · Digital Marketing · Adobe Illustrator · Creative/Design/Art - November 15, 2020","Dokki, Giza",Entry Level,Internship,Software Engneering 
Junior UI/UX Designer,Yodawy,https://wuzzuf.net/jobs/p/9fa2b56c-0f9f-4d05-8034-4424dd992a95-Junior-UI-UX-Designer-Yodawy-Giza-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2090,"Full Time · Entry Level · 0-1 Yrs of Exp · Startup · UI/UX · Design · Web Design · Information Technology (IT) · Computer Science · SketchUp · Adobe Suite · Digital Product Design · iOS · Sketch - October 12, 2020","Mohandessin, Giza",Entry Level,Full Time,Software Engneering 
Showroom Sales Representative,Egyptian Tabletop Trading Company,https://wuzzuf.net/jobs/p/3cf7fd3d-6888-464d-883c-cdc05cc054ad-Showroom-Sales-Representative-Egyptian-Tabletop-Trading-Company-Giza-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2097,"Full Time · Entry Level · 0-2 Yrs of Exp · Sales · Sales Skills · Sales Target · Customer Care · Retail · Customer Service/Support · Sales/Retail - September 28, 2020","Giza, Egypt",Entry Level,Full Time,Software Engneering 
Area Sales Executive - Cairo,GLC,https://wuzzuf.net/jobs/p/ac213e9c-63c8-4934-8061-b17537e33689-Area-Sales-Executive---Cairo-GLC-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2100,"Full Time · Entry Level · 1-3 Yrs of Exp · Males Only · Sales · Marketing · Colors · English · Chemicals · Painting · Sales Skills · Sales Target · Sales/Retail - October 12, 2020","Cairo, Egypt",Entry Level,Full Time,Software Engneering 
Executive Secretary,Serious construction,https://wuzzuf.net/jobs/p/c97dcd82-0b37-459d-b032-cbcf5ce62e93-Executive-Secretary-Serious-construction-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2086,"Full Time · Entry Level · 1-7 Yrs of Exp · Females Only · Administration · Secretary · Office Management · Microsoft Office · Business Administration · Executive Secretary · Administrative - November 10, 2020","Nasr City, Cairo",Entry Level,Full Time,Software Engneering 
Pre Sales Engineer,Smart Lighting,https://wuzzuf.net/jobs/p/29e7356c-877d-4309-ad41-dcb832025ce4-Pre-Sales-Engineer-Smart-Lighting-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2114,"Full Time · Entry Level · 1-2 Yrs of Exp · Engineering · Sales · Sales Skills · Electrical · Electrical Engineering · Presales · Sales/Retail · Engineering - Mechanical/Electrical - November 4, 2020","Sheraton, Cairo",Entry Level,Full Time,Software Engneering 
Sales Executive,Hidden Name,https://wuzzuf.net/jobs/p/9ffbea04-5c84-4ef4-aa3c-4ba68def3320-Sales-Executive-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2117,"Full Time · Entry Level · 1-3 Yrs of Exp · Sales · Sales Skills · Sales Target · Customer Service · English · Sales/Retail - October 11, 2020","Nasr City, Cairo",Entry Level,Full Time,Software Engneering 
Area Sales Executive - Giza,GLC,https://wuzzuf.net/jobs/p/4d0b6316-18e5-4b29-8ffc-d33e9ae04e53-Area-Sales-Executive---Giza-GLC-Giza-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2105,"Full Time · Entry Level · 1-3 Yrs of Exp · Males Only · Sales · Marketing · Colors · English · Chemicals · Painting · Sales Skills · Sales Target · Sales/Retail - October 11, 2020","Giza, Egypt",Entry Level,Full Time,Software Engneering 
Area Sales Executive - Alexandria,GLC,https://wuzzuf.net/jobs/p/18ebc863-e386-4220-a5c4-259fd0e8af20-Area-Sales-Executive---Alexandria-GLC-Alexandria-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2101,"Full Time · Entry Level · 1-3 Yrs of Exp · Males Only · Sales · Marketing · Colors · English · Chemicals · Painting · Sales Skills · Sales Target · Sales/Retail - October 12, 2020","Alexandria, Egypt",Entry Level,Full Time,Software Engneering 
Account Manager for E-Commerce - New Cairo,ArabDT,https://wuzzuf.net/jobs/p/bd653cb3-93b2-492f-ad5a-2a9989ee90da-Account-Manager-for-E-Commerce---New-Cairo-ArabDT-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2104,"Full Time · Part Time · Entry Level · 1-3 Yrs of Exp · Sales · Sales Skills · E-Commerce · Marketing · Business Development · Communication Skills · Customer Service · Business Development - October 21, 2020","New Cairo, Cairo",Entry Level,Full Time,Software Engneering 
Safety & Security Specialist - Alexandria,UX Centers,https://wuzzuf.net/jobs/p/5e349842-c105-474c-8b6f-995ae597ba2b-Safety---Security-Specialist---Alexandria-UX-Centers-Alexandria-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2129,Full Time · Entry Level · 1+ Yrs of Exp · Information Technology (IT) · Computer Science · Firewall Administration · Network Security · Information Security · CCTV · Access Control - New,"Bourj Alarab, Alexandria",Entry Level,Full Time,Software Engneering 
Odoo Implementer,YDS yasar digital services,https://wuzzuf.net/jobs/p/bbed811e-6a60-4af7-a02c-14a48c13e90e-Odoo-Implementer-YDS-yasar-digital-services-Giza-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2123,"Full Time · Entry Level · 1-2 Yrs of Exp · Males Only · ERP · Odoo · Functional · Computer Science · Information Technology (IT) · Odoo Modules · Business · Implementation · Business Administration - November 4, 2020","Sheikh Zayed, Giza",Entry Level,Full Time,Software Engneering 
Civil Sales Engineer,Titan Cement Egypt,https://wuzzuf.net/jobs/p/9ad8ec8c-a07b-46d5-8855-b36086fe6bd4-Civil-Sales-Engineer-Titan-Cement-Egypt-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2122,"Full Time · Entry Level · 1-3 Yrs of Exp · Civil Engineering · Sales · Sales Skills · Sales Target · Customer Service · Customer Care · Customer Support · Communication Skills · Engineering - October 13, 2020","Sheraton, Cairo",Entry Level,Full Time,Software Engneering 
HR Generalist,New Egypt Gold,https://wuzzuf.net/jobs/p/f9c9d367-9ea2-433f-b1d3-bb7824710dc1-HR-Generalist-New-Egypt-Gold-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2146,"Full Time · Entry Level · 1-3 Yrs of Exp · Males Only · Human Resources (HR) · Recruitment · Personnel · Microsoft Office · Payroll · Labor Law · HR · Labor · English · Communication Skills - November 17, 2020","Obour City, Cairo",Entry Level,Full Time,Software Engneering 
Sales Account Manager - Monofia,Lafarge,https://wuzzuf.net/jobs/p/2ee688bb-3596-48d8-94cc-9559340f7273-Sales-Account-Manager---Monofia-Lafarge-Monufya-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2165,Full Time · Entry Level · 0-2 Yrs of Exp · Sales · Sales Skills · Customer Service · Engineering · Customer Service/Support · Sales/Retail - New,"Monufya, Egypt",Entry Level,Full Time,Software Engneering 
Junior Payroll & OD Specialist - Cairo,Hidden Name,https://wuzzuf.net/jobs/p/5b7ef14d-b1ab-4310-8bb9-ab1bd3bdc2a4-Junior-Payroll---OD-Specialist---Cairo-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2163,"Full Time · Entry Level · 1+ Yrs of Exp · Human Resources (HR) · Personnel · Recruitment · Talent Acquisation · Talent Management · Information Technology (IT) · English · Payroll · Microsoft Office - September 28, 2020","Nasr City, Cairo",Entry Level,Full Time,Software Engneering 
Quality Assurance Associate (Fluent French...,Expleo,https://wuzzuf.net/jobs/p/f5d76cbe-56a1-4c48-88dc-b5ccabce61ca-Quality-Assurance-Associate-Fluent-French-Speaker-Expleo-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2188,"Full Time · Entry Level · 1-3 Yrs of Exp · Quality Assurance · French · Information Systems · English · Computer Science · Information Technology (IT) · IT/Software Development · Quality - September 29, 2020","Maadi, Cairo",Entry Level,Full Time,Software Engneering 
Junior Software Tester,Chefaa IT,https://wuzzuf.net/jobs/p/8fc44ac3-452a-424c-91a5-c93c548104b9-Junior-Software-Tester-Chefaa-IT-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=230,"Full Time · Entry Level · 1-2 Yrs of Exp · Software Testing · Information Technology (IT) · Computer Science · Software Development · Testing · Software · Agile · Scrum · IT/Software Development - October 22, 2020","Cairo, Egypt",Entry Level,Full Time,Software Engneering 
IT Network Engineer,ShadyPack,https://wuzzuf.net/jobs/p/7a70fa5f-722a-43c3-941c-89d52fbee560-IT-Network-Engineer-ShadyPack-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=228,"Full Time · Entry Level · 0-1 Yrs of Exp · Engineering · Computer Science · Networking · Maintenance · Information Technology (IT) · CCNA · Network Infrastructure · Hardware · Network · Computer - September 29, 2020","Obour City, Cairo",Entry Level,Full Time,IT Category
IT Help Desk Specialist,Daltex,https://wuzzuf.net/jobs/p/39e08532-1526-4f1e-ab81-8b4f767b8780-IT-Help-Desk-Specialist-Daltex-Giza-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=226,"Full Time · Entry Level · 1-2 Yrs of Exp · Information Technology (IT) · Help Desk · Internet · Computer Maintenance · Maintenance · Mobile Maintenance · Computer Science · Software - November 22, 2020","Mohandessin, Giza",Entry Level,Full Time,IT Category
IT Technical Support Specialist,Concrete Plus,https://wuzzuf.net/jobs/p/3c1208f2-b3bb-4b7e-87e4-74a6f4904566-IT-Technical-Support-Specialist-Concrete-Plus-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=224,"Full Time · Entry Level · 1-3 Yrs of Exp · Technical Support · Computer Science · Information Technology (IT) · Installation/Maintenance/Repair · IT/Software Development - October 11, 2020","New Cairo, Cairo",Entry Level,Full Time,IT Category
IT Help Desk Specialist,Venti,https://wuzzuf.net/jobs/p/7d1b31fe-4d4d-4ad8-9500-a3e08319fee7-IT-Help-Desk-Specialist-Venti-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=222,"Full Time · Entry Level · 1-3 Yrs of Exp · IT Help Desk · Information Technology · CCNA · Computer · Help Desk · MCSE · Information Technology (IT) · IT/Software Development - October 28, 2020","Ain Shams, Cairo",Entry Level,Full Time,IT Category
"Clients Relation Representative ""Account Manager""",Hidden Name,https://wuzzuf.net/jobs/p/482593bb-d003-48fc-98fd-467ace2d6f47-Clients-Relation-Representative--Account-Manager--Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2202,"Full Time · Entry Level · 1-3 Yrs of Exp · Males Only · Clients Relations Support · Account Manager · Customer Care · Customer Support · Business Management · Insurance · Business Development - October 18, 2020","New Cairo, Cairo",Entry Level,Full Time,Software Engneering 
BIM Mechanical/Electrical Engineer,"THE Architects, Planners & Civil Engineers Consultancy Firm",https://wuzzuf.net/jobs/p/912698a4-0af7-40fd-b3c7-a87e9fca8eca-BIM-Mechanical-Electrical-Engineer-THE-Architects-Planners-Civil-Engineers-Consultancy-Firm-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2215,"Full Time · Entry Level · 1-5 Yrs of Exp · BIM Mobilization · Engineering · Mechanical, electrical and plumbing · Electrical Engineering · Mechanical Engineering · MEP · Plumbing · Electrical - November 7, 2020","Cairo, Egypt",Entry Level,Full Time,Software Engneering 
STEM Teacher (Robotics Teacher)- Part Time,TechAdemics,https://wuzzuf.net/jobs/p/e85b5b2b-6e41-4f6c-af80-43fd96fa7b6d-STEM-Teacher-Robotics-Teacher--Part-Time-TechAdemics-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2240,"Part Time · Entry Level · 1-3 Yrs of Exp · Teaching · Computer Science · Education · Electronics · STEM · Programming · Robotics · Arduino · English · Computer Engineering · CAD · 3D · Software - October 5, 2020","New Cairo, Cairo",Entry Level,Full Time And Part Time,Software Engneering 
Technical Support Engineer,Ray C - Security & Engineering Solutions,https://wuzzuf.net/jobs/p/c78c2821-459d-4c00-a261-2d4b85823f2c-Technical-Support-Engineer-Ray-C---Security-Engineering-Solutions-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2227,"Full Time · Entry Level · 0-2 Yrs of Exp · Information Technology (IT) · Computer Science · Telecommunication · Technical Support · CCTV · Networking · Installation · Maintenance · English - October 11, 2020","Maadi, Cairo",Entry Level,Full Time,Software Engneering 
YouTube Intern,Injaz Digital,https://wuzzuf.net/internship/05d3b2cb-52ab-4910-8984-32201141b798-YouTube-Intern-Injaz-Digital-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2223,"Internship · Entry Level · 0-1 Yrs of Exp · Computer Science · Computer Engineering · Information Technology (IT) · YouTube · Media · Social Media · Marketing · E-marketing · Market Research - November 3, 2020","Heliopolis, Cairo",Entry Level,Internship,Software Engneering 
Pre Sales Engineer,Mest,https://wuzzuf.net/jobs/p/d4413354-3e25-4d1a-89bc-3d4aafb0aad8-Pre-Sales-Engineer-Mest-Giza-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2256,"Full Time · Entry Level · 1-3 Yrs of Exp · Engineering · Sales · Information Technology (IT) · Sales Skills · Information Systems · Systems · Business Administration · Microsoft Office · Microsoft - November 8, 2020","Mohandessin, Giza",Entry Level,Full Time,Software Engneering 
Account Manager (US Time Zone),db Group,https://wuzzuf.net/jobs/p/eb475970-495a-40bf-b1b2-800c8b83c347-Account-Manager-US-Time-Zone-db-Group-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2255,"Full Time · Entry Level · 1-3 Yrs of Exp · Sales · Lead Generation · Sales Skills · Customer Support · Customer Care · English · Business Development · Localization · Business Development - October 28, 2020","Nasr City, Cairo",Entry Level,Full Time,Software Engneering 
ERP Functional Support Specialist (Odoo),ZAD Solutions,https://wuzzuf.net/jobs/p/6d4dc0f9-142b-456e-9cfd-e28c5977975a-ERP-Functional-Support-Specialist-Odoo-ZAD-Solutions-Giza-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2254,"Full Time · Entry Level · 0-3 Yrs of Exp · Odoo · ERP · Business Information Systems · SAP · Oracle · Business Informatics · Accounting · Business Administration · Information Technology (IT) - October 21, 2020","Mohandessin, Giza",Entry Level,Full Time,Software Engneering 
Documents Controller,CPAS,https://wuzzuf.net/jobs/p/ae877a55-d0de-459a-99df-4cf74fc9e883-Documents-Controller-CPAS-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2253,"Full Time · Entry Level · 0-3 Yrs of Exp · Administration · Document Control · Microsoft Office · Admin · English · Editing · Typing · Communication Skills · Business Writing · Writing · Business - September 27, 2020","Heliopolis, Cairo",Entry Level,Full Time,Software Engneering 
System Admin,Lyve,https://wuzzuf.net/jobs/p/f2bdf422-70ab-45ff-9b9d-6819be486b6c-System-Admin-Lyve-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2251,"Full Time · Entry Level · 1+ Yrs of Exp · System Administration · Customer Service · Information Technology (IT) · Computer Science · IT/Software Development · Engineering - Telecom/Technology - November 22, 2020","Heliopolis, Cairo",Entry Level,Full Time,Software Engneering 
